Grambank ID	Feature	Possible Values	Value	Source	Comment	Detailed comment	Example
GB266	Is there a comparative construction that employs a marker of the standard which elsewhere has a locational meaning?	1: present, 0: absent	1	"Krueger (1961:107-108); Savelev (p.c. 2016)"			
GB270	Can comparatives be expressed using two conjoined clauses?	1: present, 0: absent	0	Savelev (p.c. 2016)			
GB273	Is there a comparative construction with a standard marker that elsewhere has neither a locational meaning nor a 'surpass/exceed' meaning?	1: present, 0: absent	0	Savelev (p.c. 2016)			
GB275	Is there a bound comparative degree marker on the property word in a comparative construction?	1: present, 0: absent	1	Krueger (1961:125-126)			
GB276	Is there a non-bound comparative degree marker modifying the property word in a comparative construction?	1: present, 0: absent	0	Savelev (p.c. 2016)			
GB285	Can polar interrogation be marked by a question particle and verbal morphology?	1: present, 0: absent	0	"Krueger (1961:171); Andreev (1997:489)"			
GB286	Can polar interrogation be indicated by overt verbal morphology only?	1: present, 0: absent	0	"Krueger (1961:171); Andreev (1997:489)"			
GB291	Can polar interrogation be marked by tone?	1: present, 0: absent	0	"Krueger (1961:171); Andreev (1997:489)"			
GB296	Is there a phonologically or morphosyntactically definable class of ideophones that includes ideophones depicting imagery beyond sound?	1: present, 0: absent	0	Savelev (p.c. 2016)			
GB297	Can polar interrogation be indicated by a V-not-V construction?	1: present, 0: absent	0	"Krueger (1961:171); Andreev (1997:489)"			
GB298	"Can standard negation be marked by an inflecting word (""auxiliary verb"")?"	1: present, 0: absent	0	"Krueger (1961:142-143); Savelev (p.c. 2016)"			
GB299	"Can standard negation be marked by a non-inflecting word (""auxiliary particle"")?"	1: present, 0: absent	0	"Krueger (1961:142-143); Savelev (p.c. 2016)"			
GB300	Does the verb for 'give' have suppletive verb forms?	1: present, 0: absent	0	Savelev (p.c. 2016)			
GB301	Is there an inclusory construction?	1: present, 0: absent	?	"Krueger (1961:109, 169); Savelev (p.c. 2016)"			
GB302	Is there a phonologically free passive marker ('particle' or 'auxiliary')?	1: present, 0: absent	0	Andreev (1997:485, 488)			
GB303	Is there a phonologically free antipassive marker ('particle' or 'auxiliary')?	1: present, 0: absent	0	Andreev (1997:485, 488)			
GB304	Can the agent be expressed overtly in a passive clause?	1: present, 0: absent	0	Andreev (1997:485, 488)		no passive	
GB305	Is there a phonologically independent reflexive pronoun?	1: present, 0: absent	1	"Andreev (1961:614); Levitskaja (1976:31-32); Savelev (p.c. 2016)"			
GB306	Is there a phonologically independent non-bipartite reciprocal pronoun?	1: present, 0: absent	0	Savelev (p.c. 2016)			
GB309	Are there multiple past or multiple future tenses, distinguishing distance from Time of Reference?	1: present, 0: absent	1	"Andreev (1997:485-486); Levitskaja (1976:67-75)"			
GB312	Is there overt morphological marking on the verb dedicated to mood?	1: present, 0: absent	1	"Levitskaja (1976:54); Savelev (p.c. 2016)"			
GB313	Are there special adnominal possessive pronouns that are not formed by an otherwise regular process?	1: present, 0: absent	0	Savelev (p.c. 2016)		OBL(+GEN)	
GB314	Can augmentative meaning be expressed productively by a shift of gender/noun class?	1: present, 0: absent	0	"Andreev (1997:484); Krueger (1961:92)"			
GB315	Can diminutive meaning be expressed productively by a shift of gender/noun class?	1: present, 0: absent	0	"Andreev (1997:484); Krueger (1961:92)"			
GB316	Is singular number regularly marked in the noun phrase by a dedicated phonologically free element?	1: present, 0: absent	0	"Krueger (1961:112); Savelev (p.c. 2016)"			
GB317	Is dual number regularly marked in the noun phrase by a dedicated phonologically free element?	1: present, 0: absent	0	"Krueger (1961:112); Savelev (p.c. 2016)"			
GB318	Is plural number regularly marked in the noun phrase by a dedicated phonologically free element?	1: present, 0: absent	0	"Krueger (1961:112); Savelev (p.c. 2016)"			
GB319	Is trial number regularly marked in the noun phrase by a dedicated phonologically free element?	1: present, 0: absent	0	"Krueger (1961:112); Savelev (p.c. 2016)"			
GB320	Is paucal number regularly marked in the noun phrase by a dedicated phonologically free element?	1: present, 0: absent	0	"Krueger (1961:112); Savelev (p.c. 2016)"			
GB321	Is there a large class of nouns whose gender/noun class is not phonologically or semantically predictable?	1: present, 0: absent	0	"Andreev (1997:484); Krueger (1961:92)"			
GB322	Is there grammatical marking of direct evidence (perceived with the senses)?	1: present, 0: absent	1	Savelev (p.c. 2016)			"vəʷl kay-nə
[3SG go-EVID]
‘He went (apparently).’
vəʷl kay-rɘ
[3SG go-PST.3SG]
‘He went.’"
GB323	Is there grammatical marking of indirect evidence (hearsay, inference, etc.)?	1: present, 0: absent	?	Savelev (p.c. 2016)	not clear		
GB324	Is there an interrogative verb for content interrogatives (who?, what?, etc.)?	1: present, 0: absent	0	"Levitskaja (1976:35); Savelev (p.c. 2016)"			
GB325	Is there a count/mass distinction in interrogative quantifiers?	1: present, 0: absent	0	"Levitskaja (1976:35); Savelev (p.c. 2016)"			
GB326	Do (nominal) content interrogatives normally or frequently occur in situ?	1: present, 0: absent	1	Savelev (p.c. 2016)			
GB327	Can the relative clause follow the noun?	1: present, 0: absent	0	"Krueger (1961:151); Andreev (1997:486)"			
GB328	Can the relative clause precede the noun?	1: present, 0: absent	1	"Krueger (1961:137, 151); Andreev (1997:486)"			
GB329	Are there internally-headed relative clauses?	1: present, 0: absent	0	"Krueger (1961:151); Andreev (1997:486)"			
GB330	Are there correlative relative clauses?	1: present, 0: absent	0	"Krueger (1961:151); Andreev (1997:486)"			
GB331	Are there adjoined relative clauses?	1: present, 0: absent	0	"Krueger (1961:151); Andreev (1997:486)"			
GB333	Is there a decimal numeral system?	1: present, 0: absent	1	Savelev (p.c. 2016)			
GB334	Is there synchronic evidence for any element of a quinary numeral system?	1: present, 0: absent	0	Savelev (p.c. 2016)			
GB335	Is there synchronic evidence for any element of a vigesimal numeral system?	1: present, 0: absent	0	Savelev (p.c. 2016)			
GB336	Is there a body-part tallying system?	1: present, 0: absent	0	Savelev (p.c. 2016)			
GB400	Are all person categories neutralized in some voice, tense, aspect, mood and/or negation?	1: present, 0: absent	1	Savelev (p.c. 2016)	in non-evidential past tense		
GB401	Is there a class of patient-labile verbs?	1: present, 0: absent	0	Savelev (p.c. 2016)			"čüреčе сĕмĕр-ĕл-нĕ
window break-PASS-PST
‘The window broke.’
хуан čüреčе-не śĕmĕр-nĕ
Juan window-DAT/ACC break-PRET
‘Juan broke the window.’"
GB402	Does the verb for 'see' have suppletive verb forms?	1: present, 0: absent	0	Savelev (p.c. 2016)			
GB403	Does the verb for 'come' have suppletive verb forms?	1: present, 0: absent	0	Savelev (p.c. 2016)			
GB408	Is there any accusative alignment of flagging?	1: present, 0: absent	1	Krueger (1961:102-104)			
GB409	Is there any ergative alignment of flagging?	1: present, 0: absent	0	Savelev (p.c. 2016)			
GB410	Is there any neutral alignment of flagging?	1: present, 0: absent	1	Krueger (1961:102-104)			
GB415	Is there a politeness distinction in 2nd person forms?	1: present, 0: absent	1	"Levitskaja (1976:29-31); Savelev (p.c. 2016)"		under influence of Russian (19th century)	
GB421	Is there a preposed complementizer in complements of verbs of thinking and/or knowing?	1: present, 0: absent	0	Savelev (p.c. 2016)			"epe vəʷl  əśtine pɘlmestɘp
1SG 3SG where.NOM.DAT/ACC know.NEG.PRS.1SG
‘I do not know where he is.’"
GB422	Is there a postposed complementizer in complements of verbs of thinking and/or knowing?	1: present, 0: absent	0	Savelev (p.c. 2016)			"epe vəʷl  əśtine pɘlmestɘp
1SG 3SG where.NOM.DAT/ACC know.NEG.PRS.1SG
‘I do not know where he is.’"
GB430	Can adnominal possession be marked by a prefix on the possessor?	1: present, 0: absent	0	"Andreev (1997:483); Savelev (p.c. 2016); Levitskaja (1976: 14-15)"			
GB431	Can adnominal possession be marked by a prefix on the possessed noun?	1: present, 0: absent	0	"Andreev (1997:483); Savelev (p.c. 2016); Levitskaja (1976: 14-15)"			
GB432	Can adnominal possession be marked by a suffix on the possessor?	1: present, 0: absent	1	"Krueger (1961:99); Andreev (1997:483); Savelev (p.c. 2016); Levitskaja (1976: 17-18)"	There is a genitive case marker that signals referentiality.		
GB433	Can adnominal possession be marked by a suffix on the possessed noun?	1: present, 0: absent	1	"Krueger (1961:53); Andreev (1997:483); Savelev (p.c. 2016); Levitskaja (1976: 14-15)"	Possessor is marked on the possessed.		
GB519	"Can mood be marked by a non-inflecting word (""auxiliary particle"")?"	1: present, 0: absent	0	Savelev (p.c. 2016)			
GB520	"Can aspect be marked by a non-inflecting word (""auxiliary particle"")?"	1: present, 0: absent	0	Andreev (1997:485)			
GB521	"Can tense be marked by a non-inflecting word (""auxiliary particle"")?"	1: present, 0: absent	0	Savelev (p.c. 2016)			
GB522	"Can the S or A argument be omitted from a pragmatically unmarked clause when the referent is inferrable from context (""pro-drop"" or ""null anaphora"")?"	1: present, 0: absent	1	Krueger (1961:102-104)			"kěneke vulat
[book read]
‘He reads books/a book.’"
TE001	Is root structure predominantly polysyllabic?	1: present, 0: absent	0	Savelev (p.c. 2016)			
TE002	Are complex tonal distinctions lacking?	1: present, 0: absent	1	"Andreev (1997:483); Krueger (1961:84)"			
TE003	Is there palatal vowel harmony?	1: present, 0: absent	1	"Andreev (1961:601); Krueger (1961:96)"			"genitive suffix -ǎn/-ěn:
sakǎ lašanǎn ‘of this horse’
sakǎ ěneněn ‘of this cow’"
TE004	Is there tongue root vowel harmony?	1: present, 0: absent	0	Andreev (1997:483)			
TE005	Is there an initial velar nasal?	1: present, 0: absent	0	Savelev (p.c. 2016)		there is no velar nasal	
TE006	Is there an initial r-?	1: present, 0: absent	0	"Krueger (1961:53); Savelev (p.c. 2016)"		only in borrowings	
TE007	Are there initial consonant clusters in native words?	1: present, 0: absent	0	c		borrowings or personal names	
TE008	Is there a voicing distinction in stops?	1: present, 0: absent	0	Savelev (p.c. 2016)		distinction: semi-voiced vs. voiceless geminates	
TE009	Are borrowed verbs accommodated through a light-verb or a verbalizer?	1: present, 0: absent	1	Savelev (p.c. 2016)			
TE012	Are property words verbally or nominally encoded?	1: present, 0: absent	0	Krueger (1961:53-191)			
TE014	Is there partial emphatic reduplication of nominal property words?	1: present, 0: absent	1	Savelev (p.c. 2016)			
TE015	Are morphemes connected linearly in a way that there is a one on one relationship between a morpheme and its meaning?	1: present, 0: absent	1	Andreev (1997:484, 488)			
TE016	Is inflectional morphology predominantly suffixing?	1: present, 0: absent	1	"Krueger (1961:53); Andreev (1997:484, 488)"			
TE018	Is there a mi-ti opposition in 1 vs. 2 SG personal pronouns?	1: present, 0: absent	1	"Levitskaja (1976:29-31); Savelev (p.c. 2016)"		bi-si	"1SG
NOM Ele
DAT/ACC man-a"
TE019	Is the secondary oblique stem of personal pronouns formed with a dental nasal?	1: present, 0: absent	1	"Levitskaja (1976:29-31); Savelev (p.c. 2016)"			
TE022	Are gerunds or adverbial participles used to mark adverbial subordination?	1: present, 0: absent	1	"Krueger (1961:53б 163); Levitskaja (1976:101-112); Savelev (p.c. 2016)"			"vula-sa larat
[read-CONV sit]
‘He sits reading.’"
TE025	Are specific non-finite and finite suffixes expressed by a formally identical suffix?	1: present, 0: absent	?	Savelev (p.c. 2016)	not clear		
TE026	Are specific negative verbs and negative suffixes/particles expressed by a formally identical suffix?	1: present, 0: absent	?	"Savelev (p.c. 2016); Levitskaja (1976: 59)"		"an - preposed to the verb, vowel harmony does not apply to it
the verb i- < e- < er- ‘to be’ has not been preserved in Chuvash, only in the suffix -čtS@ < 3SG/PL.PST *eti > *it@ > č@ and in the NEG *emär > imär > mer~mar; mar/mer ~ turc. emes < *ermäz"	
TE027	Can 1PL marker be augmented by a collective plural marker?	1: present, 0: absent	?	Krueger (1961:132-133)			
TE028	Do core adjectives (defined semantically as property concepts such as value, shape, age, dimension) act like nouns in predicative position?	1: present, 0: absent	1	Andreev (1997:484)			"tErEs s@max ‘a truthful word’, tErEs kala- ‘to tell the truth’, tErEse jurat- ‘to like the truth’
śǎmarta Surri [egg white] ‘the egg is white’"
TE029	"Do core adjectives (defined semantically as property concepts; value, shape, age, dimension) used attributively require the same morphological treatment as nouns?"	1: present, 0: absent	1	Andreev (1997:484)			śurǎ śǎmarta [white egg] ‘a white egg’
TE031	Is there a non-initial velar nasal?	1: present, 0: absent	0	Krueger (1961:66-67)			
TE033	Is there a reciprocal marker that is distinct from the reflexive marker?	1: present, 0: absent	1	"Krueger (1961:181); Andreev (1961:614); Levitskaja (1976:31-32); Savelev (p.c. 2016)"		verbal marking is identical, but there are free-standing reflexive markers	
TE034	Are there deranked purpose clauses?	1: present, 0: absent	1	Krueger (1961:151, 156-157)			"vǎl šiv ǎs-ma annǎ
[he water draw-INF went.down]
‘He went down to draw water.’"
TE036	Can the notional subject of a want complement clause be left implicit when it is coreferential with the wanter?	1: present, 0: absent	?			Not mentioned.	
TE037	Is there a voicing distinction in fricatives?	1: present, 0: absent	0	Krueger (1961:66-69)			
TE038	Are there two separate liquid phonemes (r/l)?	1: present, 0: absent	1	Krueger (1961:66-67)			
TE039	Is there vowel length distinction?	1: present, 0: absent	0	"Krueger (1961:73); Andreev (1997:483)"			
TE040	Are causative posture verbs derived and static-dynamic verbs basic?	1: present, 0: absent	1	Krueger (1961:223)			"lar- ‘sit, sit oneself’
lart- ‘to set, place’"
TE041	Is there a male/female distinction in the sibling terms from the perspective of the speaker?	1: present, 0: absent	?				
TE042	Is there an age distinction in sibling terms?	1: present, 0: absent	?	Krueger (1961:76)			pičče ‘elder brother’
TE043	Are nouns most commonly derived from verbs than the other way around?	1: present, 0: absent	?				
TE044	Are ‘hand’ and ‘arm’ expressed by the same term?	1: present, 0: absent	1	Krueger (1961:215)			"alǎ ‘hand’
ura ‘foot’
ura ‘leg’"
TE045	Are ‘moon’ and ‘month’ expressed by the same term?	1: present, 0: absent	1	Krueger (1961:62, 237)			"ujǎχ ‘moon’
ujǎχ ‘month’"
TE046	Is there a plural/collective suffix that is restricted to animates?	1: present, 0: absent	0	Krueger (1961:94)			
TE047	Can scalar additive operators (‘even’) also be used in non-scalar contexts (also)?	1: present, 0: absent	?				
TE048	Is there a reflexive-possessive affix?	1: present, 0: absent	?				
TE049	Are demonstratives verbally encoded?	1: present, 0: absent	0	Krueger (1961:135-136)			
TE050	Do cardinal numerals require agreement on noun phrases?	1: present, 0: absent	0	Krueger (1961:94)			širěm sětel [twenty table] ‘twenty tables’
TE051	Is nominative case unmarked?	1: present, 0: absent	1	Krueger (1961:97-98)			"pulǎ šiv-ra išet
[fish water-LOC swim]
‘The fish swims in the water.’"
TE052	Are accusative-marked objects specific while unmarked objects are non-specific?	1: present, 0: absent	1	Krueger (1961:102-104)		"definite: -e/-ye/-a/-na/-ne
indefinite: unmarked"	"kěneke vulat
[book read]
‘He reads books/a book.’
ku kěneke-ne vulat
[DEM book-OBJ read]
‘He is reading the book.’ "
TE053	Are recipient and location expressed by the same marker?	1: present, 0: absent	1	Krueger (1961:102-104)		"object relational suffix: -e/-ye/-a/-na/-ne
can mark beneficiary, patient, direction
apart from this suffix, there are other locational suffixes"	"uy-e [field-OBJ] ‘to the field’
šǎši-ye [mouse-OBJ] ‘to a mouse’
epir irpe šupaškara šitrěměr ‘We came to Cheboksary in the morning.'"
TE054	Is there a distinction between marking of interrogation in polar and content questions?	1: present, 0: absent	1	"Krueger (1961:171); Andreev (1966:26)"			"payan měn kun
[today what day]
‘What day is today?’
esir miSe śulta
[2SG how.many year]
‘How old are you?’
esir śirěm śičtSěre-i
[2SG 20 7-Q]
‘Are you 27?’"
TE055	Is acting agent in passive clause expressed by a dative-marked noun phrase?	1: present, 0: absent	0	Andreev (1997:485, 488)			
TE056	Is the subject of an adnominalized clause marked by the genitive case?	1: present, 0: absent	?	"Krueger (1961:151-152); Andreev (1997:486)"			"esir yula-kan yurǎ
[you sing-PRS.PTCP song]
‘the song which you are singing’"
TE057	Can a passive construction have adversative meaning?	1: present, 0: absent	0	Andreev (1997:485, 488)		no passive	
TE058	Can demonstrative/interrogative verbs be derived from pronouns and light verbs ‘to do’?	1: present, 0: absent	0				
TE059	Are causative and passive expressed by a formally identical marker?	1: present, 0: absent	0	Andreev (1997:485, 488)			
TE060	Are converb suffixes and deverbal noun suffixes formally identical?	1: present, 0: absent	1	Krueger (1961:162-166)		"deverbal nouns: suffix -a/-e, -m@S, -a/-e, -@, -m@S, -u/-y, -v
coverbs: -a/-e ‘action completely subordinated to the main action […] translated into English by a form in -ing’
-sa/-se ‘coordinate converb’
-san/-sen ‘past gerund’
-iččen ‘antecedent converb’"	"deverbal nouns:
vit- ‘to cover with a roof’ > vite ‘cowshed’
sut- ‘to sell’ > sut@ ‘sale’
kaš- ‘to transport, to cross’ > kaš@ ‘transport, crossing’
p@t- ‘to go to an end’ > p@tm@š ‘finish, end’
v@s- ‘to fly’ > v@sev ‘flight’
jurat- ‘to love’ > juratu ‘love’
kil- ‘to come’ > kily ‘arrival’
starik vara pit χuyχǎr-a puślanǎ 
[old.man since ?? cry-CONV begin.PST]
‘the old man began crying greatly.’"
TE061	Are quotative markers adverbial derivations from a verb ‘to say’?	1: present, 0: absent	?	Krueger (1961:53-191)			
TE062	Can relational adpositions (e.g. ‘under’) be derived from a place noun (e.g. ‘bottom’) and a locational suffix (e.g. at LOC)?	1: present, 0: absent	1	Krueger (1961:168)		"ayak ‘side’
Ci ‘surface’
um ‘front’ 
varǎ ‘midst
tǎrǎ ‘upon’
χěr ‘edge’
Cum ‘along’
pat ‘direction, towards’
ǎSě ‘interior, inside’"	"kěneke ay-ne tetrad’ χur
[book underside-OBJ notebook put]
‘Put the notebook under the book.’
kěneke śi-ne tetrad’ χur
[book surface-OBJ notebook put]
‘Put the notebook on the book.’"
TE063	Are hortatives/purposives encoded by the same marker (eventually involving a converb of the verb ‘to say’)?	1: present, 0: absent	1	Krueger (1961:53-191)	see Martine’s explanation sheet for examples		
TE064	Are denominal verbalizers and deverbal suffixes sharing comparable actional semantics expressed by the same marker?	1: present, 0: absent	?	Krueger (1961:53-191)			
TE065	Is ‘it is becoming if’ grammaticalized in deontic modality?	1: present, 0: absent	?	Krueger (1961:53-191)			
TE066	Is imperative form for 2SG identical to bare verb root?	1: present, 0: absent	1	Krueger (1961:158-159)			"esě vula [2SG read] ‘Read!’
vǎl vulatǎr [3SG read] ‘Let him read!’"
TE067	Is person marking on the verb formally identical to independent personal pronouns?	1: present, 0: absent	0	"Krueger (1961:133); Andreev (1997:484)"			"kaj-@p-@r [go-1-PL] ‘we will go’
kaj-@r [go-2PL] ‘you will go’
1SG p1rat@-p [go-1SG] vs. epě
2SG p1rat@-n [go-2SG] vs. esě
3SG p1rat_j [go] vs. vǎl
1PL p1rat-p@r [go-1PL] vs. epir
2PL p1rat@-r [go-2PL] vs. esir
3PL p1ra-SS-@ [go-PL-3PL] vs. věsem"
TE068	Is there a comparative construction that employs a marker of the standard which elsewhere has a meaning ‘to see’?	1: present, 0: absent	0	"Krueger (1961:107-108); Savelev (p.c. 2016)"			
TE069	Can a copula be derived from original posture verbs?	1: present, 0: absent	?	Krueger (1961:53-191)			
TE070	Can the notional subject of a want complement clause be expressed overtly when it is coreferential with the wanter?	1: present, 0: absent	?	Krueger (1961:53-191)			
TE071	Are ‘foot’ and ‘leg’ expressed by the same term?	1: present, 0: absent	?	Krueger (1961:53-191)			
TE072	Are there balanced purpose clauses?	1: present, 0: absent	?	Krueger (1961:53-191)			
TE073	Is there an adposition or a particle formally similar to the verb?	1: present, 0: absent	?	Krueger (1961:53-191)			
TE074	Is completive aspect expressed by a marker formally identical to the verb ’to put/throw away’?	1: present, 0: absent	?	Krueger (1961:53-191)			
TE076	Are there adpositions to mark core NPs?	1: present, 0: absent	?	Krueger (1961:53-191)			
TE077	Are there adpositions to mark oblique NPs?	1: present, 0: absent	?	Krueger (1961:53-191)			
TE078	Are there three laryngeal contrasts for stops?	1: present, 0: absent	0	Savelev (p.c. 2016)			
TS001	Can numeral precede the noun?	1: present, 0: absent	1	"Levitskaja (1976:47); Savelev (p.c. 2016)"			viźɘ šurt [three house] ‘three houses’
TS002	Can numeral follow the noun?	1: present, 0: absent	0	"Levitskaja (1976:47); Savelev (p.c. 2016)"			
TS003	Can demonstrative precede the noun?	1: present, 0: absent	1	Savelev (p.c. 2016)			vəʷl śin [that person] ‘that man’
TS004	Can demonstrative follow the noun?	1: present, 0: absent	0	Savelev (p.c. 2016)			
TS005	Can adnominal possessor precede the possessed noun?	1: present, 0: absent	1	"Andreev (1997:483); Savelev (p.c. 2016); Levitskaja (1976: 14-15)"			
TS006	Can adnominal possessor follow the possessed noun?	1: present, 0: absent	1	"Andreev (1997:483); Savelev (p.c. 2016); Levitskaja (1976: 14-15)"			їvəl-u [son-2SG] ‘your son’, xɘr-y [daughter-2SG] ‘your daughter’, sɘdel-Em [table-1SG] ‘my table’, sɘdel-y [table-2SG] ‘your table’, ur-i [leg-3SG] ‘his leg’
TS007	Can adnominal property word precede the noun?	1: present, 0: absent	1	"Andreev (1997:488); Krueger (1961:124)"			"p1zək čul śurt [big stone house] ‘big stone house’
śurǎ śǎmarta [white egg] ‘a white egg’"
TS008	Can adnominal property word follow the noun?	1: present, 0: absent	0	"Andreev (1997:488); Krueger (1961:124)"			
TS009	Can adnominal collective universal quantifier (‘all’) precede the noun?	1: present, 0: absent	1	Savelev (p.c. 2016)			
TS010	Can adnominal collective universal quantifier (‘all’) follow the noun?	1: present, 0: absent	0	Savelev (p.c. 2016)			
TS079	Is there height vowel harmony?	1: present, 0: absent	0	Savelev (p.c. 2018)			
TS080	Is there labial vowel harmony?	1: present, 0: absent	1	Savelev (p.c. 2018)			
TS081	Is there an initial l-?	1: present, 0: absent	?	Krueger (1961:53-191)			
TS082	Do numerals have the same form in attributive and predicative use?	1: present, 0: absent	?	Krueger (1961:53-191)			
TS083	Is the meaning ‘to hunt’ expressed as noun+denominalizer?	1: present, 0: absent	?	Krueger (1961:53-191)			
TS083	Are instrumental and comitative expressed by the same marker?	1: present, 0: absent	?	Krueger (1961:53-191)			
TS084	Are the meanings ‘to see’ and ‘to try’ expressed by formally identical verbs?	1: present, 0: absent	?	Krueger (1961:53-191)			
TS085	What is the order of personal possessive suffixes and case suffixes?	"0: one category missing; 1: POSS-case; 2: case-POSS; 3: both"	1	Savelev (p.c. 2018)			
TS086	Is the pragmatically unmarked order of SV in intransitive clauses?	1: present, 0: absent	1	Savelev (p.c. 2016)			
TS087	Is the pragmatically unmarked order of VS in intransitive clauses?	1: present, 0: absent	0	Savelev (p.c. 2016)			
TS088	Is there an aspiration distinction in stops?	1: present, 0: absent	0	Savelev (p.c. 2016)			